Im1_Original_1,Im1_Original_2,Im1_Original_3,Im1_Original_4,Im1_Original_5,Im1_Original_6,Im1_Original_7,Im2_Translated_1,Im2_Translated_2,Im2_Translated_3,Im2_Translated_4,Im2_Translated_5,Im2_Translated_6,Im2_Translated_7,Im3_Scaled_1,Im3_Scaled_2,Im3_Scaled_3,Im3_Scaled_4,Im3_Scaled_5,Im3_Scaled_6,Im3_Scaled_7,Im4_Rotated45_1,Im4_Rotated45_2,Im4_Rotated45_3,Im4_Rotated45_4,Im4_Rotated45_5,Im4_Rotated45_6,Im4_Rotated45_7,Im5_Rotated90_1,Im5_Rotated90_2,Im5_Rotated90_3,Im5_Rotated90_4,Im5_Rotated90_5,Im5_Rotated90_6,Im5_Rotated90_7,Im6_Flipped_1,Im6_Flipped_2,Im6_Flipped_3,Im6_Flipped_4,Im6_Flipped_5,Im6_Flipped_6,Im6_Flipped_7
-2.98030735866409,-9.05356105543812,-11.6814168841884,-11.7457920090926,-23.5552167816327,16.2725803271919,23.6831960325202,-2.98030735866409,-9.05356105543812,-11.6814168841884,-11.7457920090926,-23.5552167816327,16.2725803271919,23.6831960325202,-2.98006779903407,-9.0611127486513,-11.6765331524904,-11.7306995527652,-23.5404819334843,16.2614900809853,23.6406248379061,-2.98030309825774,-9.0539751359068,-11.6828707240867,-11.7449992458018,-23.5546344100401,16.2719961958935,23.682950581395,-2.98029883794854,-9.05353798184318,-11.6814174072527,-11.7457937943426,-23.5552230361342,16.2725705993422,23.6831929954521,-2.98030735866408,-9.05356105543809,-11.6814168841884,-11.7457920090926,-23.5552167816327,16.2725803271918,-23.6831960325202
